location_name,address,province,city,latitude,longitude,type,category
Tangerang Selatan - SPBU COCO 31-15401 Bintaro IX,Jl. Raya Bintaro Sektor IX,BANTEN,TANGERANG SELATAN,-6.280056,106.7176,ATM (Tarik Tunai),ATM
Tangerang Selatan - SPBU COCO 31-15402 Ciputat,Jl. Ir Juanda,BANTEN,TANGERANG SELATAN,-6.302592,106.760755,ATM (Tarik Tunai),ATM
Tangerang - SPBU COCO 31-15701 Cikupa,"Jl. Citra Raya Utama Timur Blok O 01/10, Taman Telaga Sektor 1.3",BANTEN,TANGERANG,-6.2455749,106.5287836,ATM (Tarik Tunai),ATM
Tangerang Selatan - SPBU Shell Pamulang,Jl. Pajajaran Pamulang Barat Tangerang,BANTEN,TANGERANG SELATAN,-6.341817703,106.7374986,ATM (Tarik Tunai),ATM
Tangerang - Summarecon Mall Serpong I,Jl. Boulevard Gading Serpong,BANTEN,TANGERANG,-6.239709,106.628664,ATM (Tarik Tunai),ATM
Tangerang - Summarecon Mall Serpong II,Jl. Boulevard Gading Serpong,BANTEN,TANGERANG,-6.2419109,106.628127,ATM (Tarik Tunai),ATM
Tangerang Selatan - Superindo Pamulang II,Jl. Pamulang Permai II ,BANTEN,TANGERANG SELATAN,-6.343406,106.711392,ATM (Tarik Tunai),ATM
Tangerang - TangCity Mall (e Station),Jl. Jend Sudirman No 1,BANTEN,TANGERANG,-6.193737611,106.6346101,ATM (Tarik Tunai),ATM
Tangerang - The Flavor Bliss,Jl. Alam Sutera Boulevard,BANTEN,TANGERANG,-6.242711,106.65136,ATM (Tarik Tunai),ATM
Tangerang - Tip Top Cibodas,"Jl. Gatot Subroto No. 17 Taman Cibodas, Cimone",BANTEN,TANGERANG,-6.188265276,106.5990393,ATM (Tarik Tunai),ATM
Tangerang Selatan - Toko ARS Motor,Jl. Raya Ceger No 2,BANTEN,TANGERANG SELATAN,-6.26318,106.7262421,ATM (Tarik Tunai),ATM
Tangerang - Toko Tyomart Karawaci,"Jl. Boulevard Taman Ubud No. 115, Lippo Karawaci",BANTEN,TANGERANG,-6.232597359,106.5841985,ATM (Tarik Tunai),ATM
Tangerang - World Harvest,Taman Himalaya Lippo Karawaci,BANTEN,TANGERANG,-6.236258,106.592997,ATM (Tarik Tunai),ATM
Tulungagung - CIMB Niaga Sudirman,Jl. Panglima Sudirman No. 79,JAWA TIMUR,TULUNGAGUNG,-8.05991,111.907285,ATM (Tarik Tunai),ATM
Temanggung - PT Matratama Manunggal Jaya,Jl. Raya Secang - Semarang Desa Kebumen,JAWA TENGAH,TEMANGGUNG,-7.36049,110.28213,ATM (Tarik Tunai),ATM
Pemalang - SPBU 43-52313 Alun-alun,Jl. Jendral Sudirman Timur No. 168,JAWA TENGAH,PEMALANG,-6.8898635,109.3797594,ATM (Tarik Tunai),ATM
Pemalang - SPBU 44-52309 Taman,Jl. Jend. Sudirman,JAWA TENGAH,PEMALANG,-6.8928226,109.4058563,ATM (Tarik Tunai),ATM
Tanjung Pinang - CIMB Niaga Merdeka,Jl. Merdeka No.11,KEP RIAU,TANJUNG PINANG,0.930594699,104.4416594,ATM (Tarik Tunai),ATM
Bintan - Pasaraya Bintan,Jl. Pasaraya Bintan,KEP RIAU,BINTAN,0.9166186,104.4520108,ATM (Tarik Tunai),ATM
Tanjung Pinang - Swalayan Superjess,Jl. Tanah Kuning ,KEP RIAU,TANJUNG PINANG,0.844672,104.604746,ATM (Tarik Tunai),ATM
Tanjung Pinang - Tanjung Pinang City Centre,Jl. Raya Dompak,KEP RIAU,TANJUNG PINANG,0.8942228,104.4797998,ATM (Tarik Tunai),ATM
Tarakan - Hotel Atia New,Jl. Yos Sudarso No.11,KALIMANTAN UTARA,TARAKAN,3.2973792,117.5867511,ATM (Tarik Tunai),ATM
Tasikmalaya - CIMB Niaga HZ Mustofa,Jl. HZ Mustofa  No.282,JAWA BARAT,TASIKMALAYA,-7.34199,108.21745,ATM (Tarik Tunai),ATM
Tasikmalaya - CIMB Niaga Yudanegara,Jl. Yudanegara No 61,JAWA BARAT,TASIKMALAYA,-7.326058,108.21788,ATM (Tarik Tunai),ATM
Tasikmalaya - Mega M Tasikmalaya,Jl. Veteran ,JAWA BARAT,TASIKMALAYA,-7.330813,108.216037,ATM (Tarik Tunai),ATM
Tasikmalaya - Plaza Asia Tasikmalaya,Jl. HZ. Mustofa No 318,JAWA BARAT,TASIKMALAYA,-7.341978,108.217396,ATM (Tarik Tunai),ATM
Tasikmalaya - Transmart Tasikmalaya,Jl. Ir. H. Juanda ,JAWA BARAT,TASIKMALAYA,-7.317473617,108.1993164,ATM (Tarik Tunai),ATM
Tebing Tinggi - CIMB Niaga Sudirman,Jl. Sudirman 175-BC,SUMATERA UTARA,TEBING TINGGI,3.3307,99.15985,ATM (Tarik Tunai),ATM
Tebing Tinggi - Irian Supermarket,Jl. Thamrin No. 48,SUMATERA UTARA,TEBING TINGGI,3.32592,99.15891,ATM (Tarik Tunai),ATM
Kendal - Indomaret Kaliwungu 2 (TU49),Jl. Raya Kaliwungu No. 166,JAWA TENGAH,KENDAL,-6.9610285,110.2531062,ATM (Tarik Tunai),ATM
Kendal - Indomaret Kutoharjo Kaliwungu (FATB),Jl. Kutoharjo No. 14 RT04/RW05 Kendal,JAWA TENGAH,KENDAL,-6.9630333,110.2611631,ATM (Tarik Tunai),ATM
Wonosobo - CV Mekar Abadi I Km 17,Jl. Purworejo Km.17,JAWA TENGAH,WONOSOBO,-7.465312659,109.9802623,ATM (Tarik Tunai),ATM
Wonosobo - CV Mekar Abadi III Km 15,Jl. Purworejo Km.15,JAWA TENGAH,WONOSOBO,-7.437113,109.97323,ATM (Tarik Tunai),ATM
Wonosobo - PT Tunas Madukara,Jl. Purworejo Km.13,JAWA TENGAH,WONOSOBO,-7.432571732,109.9738647,ATM (Tarik Tunai),ATM
Yogyakarta - Alfamart Bugisan Bantul (O685),Jl. Bugisan No.44 ,DI YOGYAKARTA,YOGYAKARTA,-7.818464498,110.3483106,ATM (Tarik Tunai),ATM
Yogyakarta - Alfamart Sangaji,Jl. AM Sangaji No.59,DI YOGYAKARTA,YOGYAKARTA,-7.7732872,110.3679521,ATM (Tarik Tunai),ATM
Bantul - Alfamart Tamantirto Bantul (O237),Jl. Bibis KM.03 RT 07 RW 18 ,DI YOGYAKARTA,BANTUL,-7.825883404,110.3277104,ATM (Tarik Tunai),ATM
Klaten - ATM Pertokoan Laris Klaten,Jl. Pemuda Tengah 74,JAWA TENGAH,KLATEN,-7.705475153,110.6000666,ATM (Tarik Tunai),ATM
Kulon Progo - Bandara NYIA Terminal Keberangkatan,"Glagah, Temon - Kulonprogo",DI YOGYAKARTA,KULON PROGO,-7.898121824,110.0599174,ATM (Tarik Tunai),ATM
Kulon Progo - Bandara NYIA Terminal Kedatangan,"Glagah, Temon - Kulonprogo",DI YOGYAKARTA,KULON PROGO,-7.898121824,110.0599174,ATM (Tarik Tunai),ATM
Bantul - BJ Home Janti,Jl. Raya Janti (Ringroad Timur) No.96,DI YOGYAKARTA,BANTUL,-7.795474,110.409807,ATM (Tarik Tunai),ATM
Yogyakarta - CIMB Niaga Gejayan,Jl. Gejayan No. 26A,DI YOGYAKARTA,YOGYAKARTA,-7.767887,110.391501,ATM (Tarik Tunai),ATM
Sleman - CIMB Niaga Godean,"Jl. Godean Km.4 Yogya, Ruko Tirtasani",DI YOGYAKARTA,SLEMAN,-7.780002,110.343943,ATM (Tarik Tunai),ATM
Yogyakarta - CIMB Niaga Parang Tritis,Jl. Parang Tritis 115 D ,DI YOGYAKARTA,YOGYAKARTA,-7.91926,110.351121,ATM (Tarik Tunai),ATM
Yogyakarta - CIMB Niaga Sudirman 13,Jl. Jend.Sudirman No.13,DI YOGYAKARTA,YOGYAKARTA,-7.782767,110.369217,ATM (Tarik Tunai),ATM
Yogyakarta - CIMB Niaga Sudirman 50,Jl. Jend. Sudirman No.50,DI YOGYAKARTA,YOGYAKARTA,-7.78335,110.373867,ATM (Tarik Tunai),ATM
Bantul - CV Maju Lancar,"Jl. Wonosari - Yogyakarta Km 2,3 ",DI YOGYAKARTA,BANTUL,-7.815713333,110.4136617,ATM (Tarik Tunai),ATM
Sleman - Digital Lounge Atma Jaya,"Jl. Babarsari No.44, Janti, Caturtunggal",DI YOGYAKARTA,SLEMAN,-7.78061324,110.4140733,ATM (Tarik Tunai),ATM
Yogyakarta - Digital Lounge Mall Malioboro,Jl. Malioboro No. 52-58,DI YOGYAKARTA,YOGYAKARTA,-7.79321,110.36636,ATM (Tarik Tunai),ATM
Yogyakarta - DM Baru Swalayan 3 Imogiri Timur,"Jl. Imogiri Timur, Grojogan ",DI YOGYAKARTA,YOGYAKARTA,-7.847988015,110.3906545,ATM (Tarik Tunai),ATM
Yogyakarta - DM Baru Swalayan 6 Gabusan,"Jl. Parangtritis, Gabusan",DI YOGYAKARTA,YOGYAKARTA,-7.881905146,110.3523031,ATM (Tarik Tunai),ATM
Yogyakarta - Galeria Mall,Jl. Jend Sudirman Corridor Lantai B1 99 - 101 Terban,DI YOGYAKARTA,YOGYAKARTA,-7.782051,110.378949,ATM (Tarik Tunai),ATM
Sleman - Hartono Mall Yogyakarta,Jl. Ring Road Utara - Sleman,DI YOGYAKARTA,SLEMAN,-7.7604094,110.3986396,ATM (Tarik Tunai),ATM
Sleman - Hotel Sheraton Yogya,"Jl. Laksa Adi Sucipto KM 8,7",DI YOGYAKARTA,SLEMAN,-7.779577442,110.4284078,ATM (Tarik Tunai),ATM
Yogyakarta - Hotel Wijaya Imperial Yogya,Jl. Raya Janti No.22,DI YOGYAKARTA,YOGYAKARTA,-7.798581719,110.4033816,ATM (Tarik Tunai),ATM
Sleman - Indomaret Candi Gebang (TX39),Jl. Candi Gebang 15 Rt.6/44 ,DI YOGYAKARTA,SLEMAN,-7.747066905,110.4121214,ATM (Tarik Tunai),ATM
Sleman - Indomaret Damai Barat (TSMG),"Jl. Damai,Krikilan ",DI YOGYAKARTA,SLEMAN,-7.7326328,110.3848449,ATM (Tarik Tunai),ATM
Yogyakarta - Indomaret Hybrid Malioboro (TX20),Jl. Malioboro No. 151,DI YOGYAKARTA,YOGYAKARTA,-7.7905329,110.365914,ATM (Tarik Tunai),ATM
Yogyakarta - Indomaret Jetis (TX96),Jl. Magelang No.28 -30 Rt.04 Rw.01,DI YOGYAKARTA,YOGYAKARTA,-7.780693,110.360961,ATM (Tarik Tunai),ATM
Klaten - Indomaret Klaten 2 (F69F),Jl. Mayor Kusumanto 43 RT.04 RW.05,JAWA TENGAH,KLATEN,-7.689937064,110.6025297,ATM (Tarik Tunai),ATM
Yogyakarta - Indomaret Mangkubumi (TX44),Jl. P.Mangkubumi No.17,DI YOGYAKARTA,YOGYAKARTA,-7.787724,110.366348,ATM (Tarik Tunai),ATM
Sleman - Indomaret Patran Yogya (T71X),Jl. Godean Km.5 Yogyakarta,DI YOGYAKARTA,SLEMAN,-7.779838,110.342946,ATM (Tarik Tunai),ATM
Bantul - Indomaret Piyungan (T9IU),Jl. Raya Wonosari Km. 14,DI YOGYAKARTA,BANTUL,-7.83733,110.474226,ATM (Tarik Tunai),ATM
Sleman - Indomaret Sidoagung (TW85),Jl. Godean Km.9 Senuko Rt.1/1 Yogya,DI YOGYAKARTA,SLEMAN,-7.7703014,110.3040536,ATM (Tarik Tunai),ATM
Sleman - Indomaret Sidoarum (TPTD),"Jl. Garuda Ngentak,Sidoarum,Sleman, Perumahan Sidoarum Blok III",DI YOGYAKARTA,SLEMAN,-7.78204499,110.322925,ATM (Tarik Tunai),ATM
Yogyakarta - Indomaret Sugeng Jeroni (FDJG),Jl. Sugeng Jeroni No. 27 RT 034 RW 008 ,DI YOGYAKARTA,YOGYAKARTA,-7.812752137,110.354097,ATM (Tarik Tunai),ATM
Sleman - Indomaret Tlogoadi Hybrid (TP96),"Jl. Kebon Agung,Gandekan",DI YOGYAKARTA,SLEMAN,-7.734832415,110.3428245,ATM (Tarik Tunai),ATM
Sleman - Jogja City Mall,Jl. Magelang Km.6,DI YOGYAKARTA,SLEMAN,-7.753744,110.360932,ATM (Tarik Tunai),ATM
Sleman - Kampus Sanata Dharma,Jl. Afandi ( ex Gejayan ) mrican Tromol Pos 29,DI YOGYAKARTA,SLEMAN,-7.7756874,110.3927609,ATM (Tarik Tunai),ATM
Bantul - Kembar 2 Swalayan,Jl. Tritunggal No.1 Yogyakarta,DI YOGYAKARTA,BANTUL,-7.82546,110.373609,ATM (Tarik Tunai),ATM
Yogyakarta - Mirota Kampus,Jl. Simanjutak No 70,DI YOGYAKARTA,YOGYAKARTA,-7.7764503,110.3749996,ATM (Tarik Tunai),ATM
Yogyakarta - Mirota Kampus Godean,Jl. Godean Km.2.8,DI YOGYAKARTA,YOGYAKARTA,-7.7809048,110.3501554,ATM (Tarik Tunai),ATM
Yogyakarta - Mirota Kampus Menteri Supeno,Jl. Menteri Supeno No. 28,DI YOGYAKARTA,YOGYAKARTA,-7.816672,110.379411,ATM (Tarik Tunai),ATM
Sleman - Mirota Palagan,Jl. Palagan Tentara Pelajar No.31,DI YOGYAKARTA,SLEMAN,-7.7344183,110.3776576,ATM (Tarik Tunai),ATM
Sleman - Mirota Pasar Raya,Jl. Kaliurang Km 6.1 No. 49 B,DI YOGYAKARTA,SLEMAN,-7.7529899,110.3844585,ATM (Tarik Tunai),ATM
Sleman - Plaza Ambarukmo,Jl. Laksda Adisucipto Yogyakarta,DI YOGYAKARTA,SLEMAN,-7.783016,110.401245,ATM (Tarik Tunai),ATM
Sleman - PT Sport Glove Indonesia,Ds.Krandon Pandowoharjo Sleman,DI YOGYAKARTA,SLEMAN,-7.68652,110.37599,ATM (Tarik Tunai),ATM
Sleman - PT Sport Glove Indonesia II Plumbon,Desa Plumbon Sardonoharjo Ngaglik Sleman DIY,DI YOGYAKARTA,SLEMAN,-7.7115525,110.3932017,ATM (Tarik Tunai),ATM
Sleman - PT Sport Glove Indonesia III Sayegan,Desa Mandungan I Margolui Sayegan Sleman DIY,DI YOGYAKARTA,SLEMAN,-7.76008525,110.3079342,ATM (Tarik Tunai),ATM
Sleman - PT Yogya Presisi Tekhnikatama Industri (PT YPTI),"Jl. Dhuri, Tirtomartani, Kalasan,Sleman ",DI YOGYAKARTA,SLEMAN,-7.76148946,110.4647832,ATM (Tarik Tunai),ATM
Yogyakarta - Ramai Mall Malioboro,Jl. Jend A Yani No.73,DI YOGYAKARTA,YOGYAKARTA,-7.797238707,110.3647145,ATM (Tarik Tunai),ATM
Sleman - RS JIH Yogyakarta,Jl. Ring Road Utara No.160,DI YOGYAKARTA,SLEMAN,-7.758428,110.402895,ATM (Tarik Tunai),ATM
Yogyakarta - RS Panti Rapih,Jl. Cik Ditiro No. 30,DI YOGYAKARTA,YOGYAKARTA,-7.776638,110.376214,ATM (Tarik Tunai),ATM
Sleman - Sleman City Hall,"Jl. Magelang KM.9,6 No.18 ",DI YOGYAKARTA,SLEMAN,-7.7205169,110.3622861,ATM (Tarik Tunai),ATM
Bantul - SPBU 44-55106 Kadipiro,Jl. Wates Km 2.5,DI YOGYAKARTA,BANTUL,-7.8007685,110.344981,ATM (Tarik Tunai),ATM
Yogyakarta - SPBU 44-55115 Sultan Agung,Jl. Raya Sultan Agung No. 66,DI YOGYAKARTA,YOGYAKARTA,-7.801956,110.378456,ATM (Tarik Tunai),ATM
Bantul - SPBU 44-55118 Panggungharjo,"Jl. Parangtritis Km.5,5 Pandes - Bantul",DI YOGYAKARTA,BANTUL,-7.8450075,110.3609981,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55204 Manguwo,Jl. Laksda Adisucipto Km. 9,DI YOGYAKARTA,SLEMAN,-7.783085964,110.436404,ATM (Tarik Tunai),ATM
Yogyakarta - SPBU 44-55206,Jl. C Simanjuntak Yogyakarta,DI YOGYAKARTA,YOGYAKARTA,-7.782123197,110.3721467,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55207,Jl. Wates KM 6 Ambarketawang Gamping,DI YOGYAKARTA,SLEMAN,-7.802866926,110.3131273,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55210 Janti,Jl. Laksda Adisucipto No.32,DI YOGYAKARTA,SLEMAN,-7.783413,110.406629,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55217 Tajem Maguwoharjo,Jl. Raya Tajem Maguwoharjo,DI YOGYAKARTA,SLEMAN,-7.766275,110.431597,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55502 Dukuh Tridadi,Jl. Magelang Km 11,DI YOGYAKARTA,SLEMAN,-7.708511975,110.3547921,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55504 Medari Sleman,Jl. Jogja - Magelang KM.15 Medari,DI YOGYAKARTA,SLEMAN,-7.6764071,110.3366132,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55505 Ngaglik,Jl. Kaliurang Km. 8,DI YOGYAKARTA,SLEMAN,-7.736151,110.394605,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55506,"Jl. Godean KM 7,8 Sidomulyo Godean",DI YOGYAKARTA,SLEMAN,-7.77339,110.31508,ATM (Tarik Tunai),ATM
Sleman - SPBU 44-55514,Jl. Solo KM 11.5 Kalitirto Berbah Sleman,DI YOGYAKARTA,SLEMAN,-7.7791565,110.455534,ATM (Tarik Tunai),ATM
"Bantul - SPBU 44-55710 & Pusat Oleh"" Candimas","Jl. Yogyakarta- Bantul, Sedayu",DI YOGYAKARTA,BANTUL,-7.812975,110.267181,ATM (Tarik Tunai),ATM
Bantul - SPBU 44-55714 UAD,"Jl. Tonala, Argosari,Sedayu",DI YOGYAKARTA,BANTUL,-7.8170742,110.2459212,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57401 Pandansimping,Desa Geneng Pandansimping Prambanan ,JAWA TENGAH,KLATEN,-7.747135673,110.5250392,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57403 Jonggrangan Klaten,Jl. Perintis Kemerdekaan No.12,JAWA TENGAH,KLATEN,-7.6901406,110.6184137,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57404 Kebonarum Klaten,"Jl. Raya Kebonarum, Jetis",JAWA TENGAH,KLATEN,-7.718553,110.57711,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57405 Karang,Jl. Raya Solo - Yogyakarta,JAWA TENGAH,KLATEN,-7.628859323,110.6953173,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57416 Sangrahan Prambanan,"Jl. Raya Jogja-Solo,Sanggrahan",JAWA TENGAH,KLATEN,-7.747170485,110.5237716,ATM (Tarik Tunai),ATM
Klaten - SPBU 44-57421 Merbabu Klaten,Jl. Merbabu No 2 Klaten ,JAWA TENGAH,KLATEN,-7.710887,110.5936494,ATM (Tarik Tunai),ATM
Yogyakarta - STIE Widya Wiwaha,Jl. Lowanu No.20 Umbulharjo Yogyakarta,DI YOGYAKARTA,YOGYAKARTA,-7.8221666,110.3774781,ATM (Tarik Tunai),ATM
Sleman - Supermarket Januputra,"Jl. Kebon Agung,Cebongan Lor Yogya",DI YOGYAKARTA,SLEMAN,-7.731229,110.332438,ATM (Tarik Tunai),ATM
Sleman - Universitas Atmajaya Yogya,Jl. Babarsari No.44 ,DI YOGYAKARTA,SLEMAN,-7.780331,110.4143612,ATM (Tarik Tunai),ATM
Yogyakarta - XT Square,"Jl. Veteran, Umbulharjo",DI YOGYAKARTA,YOGYAKARTA,-7.8160258,110.3871747,ATM (Tarik Tunai),ATM
Banjarmasin - Hero A. Yani Banjarmasin,"Jl. A Yani Km 5,5 Pemurus Luar",KALIMANTAN SELATAN,BANJARMASIN,-3.3434012,114.6219587,ATM (Tarik Tunai),ATM
Ambon - Apotik Natsepa,Jl. Said Perintah No 36,MALUKU,AMBON,-3.6972286,128.1814516,ATM (Tarik Tunai),ATM
Jakarta Pusat - US Embassy,Jl. Medan Merdeka Selatan No.3-5,DKI JAKARTA,JAKARTA PUSAT,-6.180865595,106.8301657,ATM (Tarik Tunai),ATM
Bogor - Indomaret Raya Tajur (TW8J),Jalan Raya Tajur No.3,JAWA BARAT,BOGOR,-6.640438,106.835286,ATM (Tarik Tunai),ATM
Bogor - Bina Sena Maritime Training Course,Jl. Cibalok No. 45,JAWA BARAT,BOGOR,-6.650247,106.858858,ATM (Tarik Tunai),ATM
Bogor - ATM Center Citraland Cibubur,Jl. Raya Cileungsi No.KM. 4,JAWA BARAT,BOGOR,-6.407112,107.00604,ATM (Tarik Tunai),ATM
Bekasi - SPBU 34-17149 Cimuning,Jl. Raya Cimuning,JAWA BARAT,BEKASI,-6.319299594,107.0276084,ATM (Tarik Tunai),ATM
Jakarta Barat - SPBU 34-12205 Palmerah,"Jl. Palmerah Barat, RT.6/RW.14",DKI JAKARTA,JAKARTA BARAT,-6.208192,106.788224,ATM (Tarik Tunai),ATM
Minahasa Utara - RS Sentra Medika,Jl. Ir. Soekarno,SULAWESI UTARA,MINAHASA UTARA,1.486539,124.916401,ATM (Tarik Tunai),ATM
Deli Serdang - PT Eramas Coconut Industries,Jl. Pertahanan Dusun III No. 62 Desa Sigara-gara,SUMATERA UTARA,DELI SERDANG,3.495574,98.711081,ATM (Tarik Tunai),ATM
Jakarta Pusat - Menara Astra,Jl. Jend. Sudirman No.Kav. 5,DKI JAKARTA,JAKARTA PUSAT,-6.207129,106.821635,ATM (Tarik Tunai),ATM
Lombok Tengah - SPBU 54-83514 Mandalika,Jl. Raya Sengkol 45,NUSA TENGGARA BARAT,LOMBOK TENGAH,-8.893222,116.300043,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Batu Ampar (FEPI),"Jl. Batu Ampar III No.7, RT.11/RW.4",DKI JAKARTA,JAKARTA TIMUR,-6.275581,106.860583,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Wisma Barito Pasific 2,Jl. LetJend S Parman kav 62-63,DKI JAKARTA,JAKARTA PUSAT,-6.202448,106.806834,ATM (Tarik Tunai),ATM
Jakarta Selatan - Hero Lebak Bulus,Jl. Lebak Bulus 1,DKI JAKARTA,JAKARTA SELATAN,-6.299961152,106.7779384,ATM (Tarik Tunai),ATM
Tangerang - Hypermart Ciledug,Jl. HOS. Cokroaminoto No. 53-55,BANTEN,TANGERANG,-6.23509,106.739086,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge AEON Tanjung Barat,"Jl. Raya Tj. Barat No.163, RT.12/RW.4",DKI JAKARTA,JAKARTA SELATAN,-6.30569023,106.840496,ATM (Tarik Tunai),ATM
Jakarta Pusat - The City Tower,"Jl. M.H. Thamrin No.81, RT.1/RW.6",DKI JAKARTA,JAKARTA PUSAT,-6.199018,106.823359,ATM (Tarik Tunai),ATM
Demak - SPBU 44-59525 Larizo,Jl. Raya Demak Kudus Km. 2,JAWA TENGAH,DEMAK,-6.886851,110.654761,ATM (Tarik Tunai),ATM
Solo - CIMB Niaga Pasar Klewer,Jl. Dr. Radjiman,JAWA TENGAH,SOLO,-7.5751242,110.8265847,ATM (Tarik Tunai),ATM
Bekasi - Hyfresh Cikarang Festival,Jl. Raya Cibarusah,JAWA BARAT,BEKASI,-6.342903,107.118475,ATM (Tarik Tunai),ATM
Jakarta Pusat - ATM Center Wisma Patra,Jl. Kodam V Jaya No. 4 Rt.010/07,DKI JAKARTA,JAKARTA PUSAT,-6.16632,106.872549,ATM (Tarik Tunai),ATM
Bekasi - Indomaret Raya Setu (TRUT),Jl. Raya Setu No.10,JAWA BARAT,BEKASI,-6.328246,107.051161,ATM (Tarik Tunai),ATM
Bogor - Indomaret Mekar Jaya (TME1),"Jl. Pasar Ciseeng, Parigi Mekar",JAWA BARAT,BOGOR,-6.444164898,106.6960619,ATM (Tarik Tunai),ATM
Pasuruan - Indomaret Sukorejo 1 (T7JA),Jl. Raya Sukerejo,JAWA TIMUR,PASURUAN,-7.720950166,112.7198463,ATM (Tarik Tunai),ATM
Jakarta Barat - SPBU 31-11602,"Jl. Ringroad (lingkar Luar), Kembangan",DKI JAKARTA,JAKARTA BARAT,-6.184266017,106.7303664,ATM (Tarik Tunai),ATM
Samarinda - Nuansa Matos Supermarket,Jl. Untung Suropati No. 35  SEI Kunjang,KALIMANTAN TIMUR,SAMARINDA,-0.520035372,117.1167037,ATM (Tarik Tunai),ATM
Surabaya - Indomaret Basuki Rahmat (T1PA),Jl. Basuki Rachmat No. 88,JAWA TIMUR,SURABAYA,-7.26935262,112.741382,ATM (Tarik Tunai),ATM
Sidoarjo - Indomaret Sarirogo (T2AW),"Jl. Sarirogo No.3, Sari Rogo",JAWA TIMUR,SIDOARJO,-7.4312873,112.6813793,ATM (Tarik Tunai),ATM
Lombok Tengah - Sade Village,Jl. Kuta Lombok Ds. Sade,NUSA TENGGARA BARAT,LOMBOK TENGAH,-8.838859,116.291836,ATM (Tarik Tunai),ATM
Buleleng - SPBU 54-81102 Banyuasri,Jl. Jendral Sudirman No 83,BALI,BULELENG,-8.115360865,115.0797996,ATM (Tarik Tunai),ATM
Jakarta Utara - PT Charoen Pokphand Ancol (PC),"Jl. Ancol Barat VII No.1, RT.1/RW.3",DKI JAKARTA,JAKARTA UTARA,-6.122133,106.813545,ATM (Tarik Tunai),ATM
Jakarta Timur - Alfamidi Centex (VC97),"Jl. Raya Centex No.36-79, RT.3/RW.3",DKI JAKARTA,JAKARTA TIMUR,-6.322491362,106.8770819,ATM (Tarik Tunai),ATM
Bekasi - Indomaret Setu Serang (TL44),Jl. Mt. Haryono-Setu,JAWA BARAT,BEKASI,-6.370765499,107.008222,ATM (Tarik Tunai),ATM
Bekasi - Alfamidi Mangunjaya 2 (VC52),Jl. Raya Mangun Jaya,JAWA BARAT,BEKASI,-6.248627389,107.0595835,ATM (Tarik Tunai),ATM
Serang - Alfamart Simpang Kopo (2GF6),Jl. Raya Cikande Rangkasbitung,BANTEN,SERANG,-6.305091033,106.3538293,ATM (Tarik Tunai),ATM
Mimika - Hotel Cendrawasih 66,Jl. Cendrawasih SP2,PAPUA,MIMIKA,-4.5406779,136.8771949,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cibadak (TEBW),Jl. Raya Cibadak Rt.03 Rw.01,JAWA BARAT,BOGOR,-6.559371702,106.6909385,ATM (Tarik Tunai),ATM
Bekasi - Alfamidi Ruko Sudirman (NC85),Jl. Cikarang Baru Raya No.17,JAWA BARAT,BEKASI,-6.301561969,107.1674473,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge Mall Blok M Plaza,"Blok M Plaza #1-19, Jl. Bulungan No.76, Jakarta Selatan",DKI JAKARTA,JAKARTA SELATAN,-6.244115662,106.7975867,ATM (Tarik Tunai),ATM
Kubu Raya - GAIA Bumi Raya City Mall,Jl. Supadio RT.004/RW.08 Sungai Raya ,KALIMANTAN BARAT,KUBU RAYA,-0.077957,109.3675217,ATM (Tarik Tunai),ATM
Malang - Indomaret Mondoroko 114 (FKHP),Jalan Raya Modoroko 114,JAWA TIMUR,MALANG,-7.902717673,112.6614461,ATM (Tarik Tunai),ATM
Mataram - Epicentrum Mall Mataram,Jl. Sriwijaya No 333 Punia ,NUSA TENGGARA BARAT,MATARAM,-8.593245,116.104726,ATM (Tarik Tunai),ATM
Bogor - Indomaret Sholeh Iskandar KM.2 (TUWS),"Jl. Sholeh Iskandar No.474, RT.02/RW.10",JAWA BARAT,BOGOR,-6.560882155,106.791275,ATM (Tarik Tunai),ATM
Badung - Pepito Petitenget,Jl. Petitenget No.18,BALI,BADUNG,-8.67356,115.15785,ATM (Tarik Tunai),ATM
Gianyar - Minimart UBUD 7,Jl. Raya Ubud,BALI,GIANYAR,-8.50461,115.25554,ATM (Tarik Tunai),ATM
